prompt,completion
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Romania vs Switzerland on 1994-06-22 at the group stage stage. The booking was for Ion Vlădoiu of Romania. [/INST],The booking was for Ion Vlădoiu of Romania wearing shirt number 16 during the 1994 FIFA Men's World Cup match Romania vs Switzerland on 1994-06-22 at the group stage stage in the second half. The player at the minute 73  received a red card. The player was sent off.
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match United States vs Colombia on 1994-06-22 at the group stage stage. The booking was for Antony de Ávila of Colombia. [/INST],The booking was for Antony de Ávila of Colombia wearing shirt number 7 during the 1994 FIFA Men's World Cup match United States vs Colombia on 1994-06-22 at the group stage stage in the first half. The player at the minute 24 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match United States vs Colombia on 1994-06-22 at the group stage stage. The booking was for Alexi Lalas of United States. [/INST],The booking was for Alexi Lalas of United States wearing shirt number 22 during the 1994 FIFA Men's World Cup match United States vs Colombia on 1994-06-22 at the group stage stage in the second half. The player at the minute 48 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Italy vs Norway on 1994-06-23 at the group stage stage. The booking was for Gianluca Pagliuca of Italy. [/INST],The booking was for Gianluca Pagliuca of Italy wearing shirt number 1 during the 1994 FIFA Men's World Cup match Italy vs Norway on 1994-06-23 at the group stage stage in the first half. The player at the minute 21  received a red card. The player was sent off.
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Italy vs Norway on 1994-06-23 at the group stage stage. The booking was for Stig Inge Bjørnebye of Norway. [/INST],The booking was for Stig Inge Bjørnebye of Norway wearing shirt number 5 during the 1994 FIFA Men's World Cup match Italy vs Norway on 1994-06-23 at the group stage stage in the first half. The player at the minute 32 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Italy vs Norway on 1994-06-23 at the group stage stage. The booking was for Pierluigi Casiraghi of Italy. [/INST],The booking was for Pierluigi Casiraghi of Italy wearing shirt number 18 during the 1994 FIFA Men's World Cup match Italy vs Norway on 1994-06-23 at the group stage stage in the first half. The player at the minute 34 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Italy vs Norway on 1994-06-23 at the group stage stage. The booking was for Alf-Inge Håland of Norway. [/INST],The booking was for Alf-Inge Håland of Norway wearing shirt number 18 during the 1994 FIFA Men's World Cup match Italy vs Norway on 1994-06-23 at the group stage stage in the second half. The player at the minute 68 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage. The booking was for Miguel Rimba of Bolivia. [/INST],The booking was for Miguel Rimba of Bolivia wearing shirt number 4 during the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage in the first half. The player at the minute 22 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage. The booking was for Luis Cristaldo of Bolivia. [/INST],The booking was for Luis Cristaldo of Bolivia wearing shirt number 16 during the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage in the first half. The player at the minute 22 received a yellow card.  It was the second yellow card. The player was sent off.
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage. The booking was for Julio César Baldivieso of Bolivia. [/INST],The booking was for Julio César Baldivieso of Bolivia wearing shirt number 22 during the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage in the first half. The player at the minute 32 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage. The booking was for Jeong-woon Ko of South Korea. [/INST],The booking was for Jeong-woon Ko of South Korea wearing shirt number 10 during the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage in the first half. The player at the minute 38 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage. The booking was for Hong-gi Shin of South Korea. [/INST],The booking was for Hong-gi Shin of South Korea wearing shirt number 7 during the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage in the second half. The player at the minute 62 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage. The booking was for Jung-bae Park of South Korea. [/INST],The booking was for Jung-bae Park of South Korea wearing shirt number 5 during the 1994 FIFA Men's World Cup match South Korea vs Bolivia on 1994-06-23 at the group stage stage in the second half. The player at the minute 89 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Mexico vs Republic of Ireland on 1994-06-24 at the group stage stage. The booking was for Denis Irwin of Republic of Ireland. [/INST],The booking was for Denis Irwin of Republic of Ireland wearing shirt number 2 during the 1994 FIFA Men's World Cup match Mexico vs Republic of Ireland on 1994-06-24 at the group stage stage in the first half. The player at the minute 26 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Mexico vs Republic of Ireland on 1994-06-24 at the group stage stage. The booking was for Joaquín del Olmo of Mexico. [/INST],The booking was for Joaquín del Olmo of Mexico wearing shirt number 14 during the 1994 FIFA Men's World Cup match Mexico vs Republic of Ireland on 1994-06-24 at the group stage stage in the first half. The player at the minute 45 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Mexico vs Republic of Ireland on 1994-06-24 at the group stage stage. The booking was for Jorge Campos of Mexico. [/INST],The booking was for Jorge Campos of Mexico wearing shirt number 1 during the 1994 FIFA Men's World Cup match Mexico vs Republic of Ireland on 1994-06-24 at the group stage stage in the second half. The player at the minute 57 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Mexico vs Republic of Ireland on 1994-06-24 at the group stage stage. The booking was for Terry Phelan of Republic of Ireland. [/INST],The booking was for Terry Phelan of Republic of Ireland wearing shirt number 3 during the 1994 FIFA Men's World Cup match Mexico vs Republic of Ireland on 1994-06-24 at the group stage stage in the second half. The player at the minute 70 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Brazil vs Cameroon on 1994-06-24 at the group stage stage. The booking was for Stephen Tataw of Cameroon. [/INST],The booking was for Stephen Tataw of Cameroon wearing shirt number 14 during the 1994 FIFA Men's World Cup match Brazil vs Cameroon on 1994-06-24 at the group stage stage in the first half. The player at the minute 8 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Brazil vs Cameroon on 1994-06-24 at the group stage stage. The booking was for Raymond Kalla of Cameroon. [/INST],The booking was for Raymond Kalla of Cameroon wearing shirt number 13 during the 1994 FIFA Men's World Cup match Brazil vs Cameroon on 1994-06-24 at the group stage stage in the first half. The player at the minute 37 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Brazil vs Cameroon on 1994-06-24 at the group stage stage. The booking was for Mauro Silva of Brazil. [/INST],The booking was for Mauro Silva of Brazil wearing shirt number 5 during the 1994 FIFA Men's World Cup match Brazil vs Cameroon on 1994-06-24 at the group stage stage in the first half. The player at the minute 44 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Brazil vs Cameroon on 1994-06-24 at the group stage stage. The booking was for Rigobert Song of Cameroon. [/INST],The booking was for Rigobert Song of Cameroon wearing shirt number 3 during the 1994 FIFA Men's World Cup match Brazil vs Cameroon on 1994-06-24 at the group stage stage in the second half. The player at the minute 63  received a red card. The player was sent off.
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage. The booking was for Sergei Gorlukovich of Russia. [/INST],The booking was for Sergei Gorlukovich of Russia wearing shirt number 3 during the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage in the first half. The player at the minute 1 received a yellow card.  It was the second yellow card. The player was sent off.
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage. The booking was for Dmitri Kharine of Russia. [/INST],The booking was for Dmitri Kharine of Russia wearing shirt number 16 during the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage in the first half. The player at the minute 34 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage. The booking was for Kennet Andersson of Sweden. [/INST],The booking was for Kennet Andersson of Sweden wearing shirt number 19 during the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage in the first half. The player at the minute 42 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage. The booking was for Stefan Schwarz of Sweden. [/INST],The booking was for Stefan Schwarz of Sweden wearing shirt number 6 during the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage in the second half. The player at the minute 52 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage. The booking was for Martin Dahlin of Sweden. [/INST],The booking was for Martin Dahlin of Sweden wearing shirt number 10 during the 1994 FIFA Men's World Cup match Sweden vs Russia on 1994-06-24 at the group stage stage in the second half. The player at the minute 58 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage. The booking was for Jan Wouters of Netherlands. [/INST],The booking was for Jan Wouters of Netherlands wearing shirt number 6 during the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage in the first half. The player at the minute 19 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage. The booking was for Vital Borkelmans of Belgium. [/INST],The booking was for Vital Borkelmans of Belgium wearing shirt number 3 during the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage in the first half. The player at the minute 20 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage. The booking was for Wim Jonk of Netherlands. [/INST],The booking was for Wim Jonk of Netherlands wearing shirt number 8 during the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage in the first half. The player at the minute 39 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage. The booking was for Rob Witschge of Netherlands. [/INST],The booking was for Rob Witschge of Netherlands wearing shirt number 5 during the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage in the second half. The player at the minute 49 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage. The booking was for Frank Rijkaard of Netherlands. [/INST],The booking was for Frank Rijkaard of Netherlands wearing shirt number 3 during the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage in the second half. The player at the minute 81 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage. The booking was for Dennis Bergkamp of Netherlands. [/INST],The booking was for Dennis Bergkamp of Netherlands wearing shirt number 10 during the 1994 FIFA Men's World Cup match Belgium vs Netherlands on 1994-06-25 at the group stage stage in the second half. The player at the minute 88 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage. The booking was for Abdelkrim El Hadrioui of Morocco. [/INST],The booking was for Abdelkrim El Hadrioui of Morocco wearing shirt number 3 during the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage in the first half. The player at the minute 34 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage. The booking was for Talal Jebreen of Saudi Arabia. [/INST],The booking was for Talal Jebreen of Saudi Arabia wearing shirt number 16 during the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage in the second half. The player at the minute 50 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage. The booking was for Fuad Anwar of Saudi Arabia. [/INST],The booking was for Fuad Anwar of Saudi Arabia wearing shirt number 6 during the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage in the second half. The player at the minute 75 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage. The booking was for Khalid Al-Muwallid of Saudi Arabia. [/INST],The booking was for Khalid Al-Muwallid of Saudi Arabia wearing shirt number 14 during the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage in the second half. The player at the minute 78 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage. The booking was for Noureddine Naybet of Morocco. [/INST],The booking was for Noureddine Naybet of Morocco wearing shirt number 6 during the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage in the second half. The player at the minute 83 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage. The booking was for Mohamed Al-Deayea of Saudi Arabia. [/INST],The booking was for Mohamed Al-Deayea of Saudi Arabia wearing shirt number 1 during the 1994 FIFA Men's World Cup match Saudi Arabia vs Morocco on 1994-06-25 at the group stage stage in the second half. The player at the minute 90 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Argentina vs Nigeria on 1994-06-25 at the group stage stage. The booking was for Augustine Eguavoen of Nigeria. [/INST],The booking was for Augustine Eguavoen of Nigeria wearing shirt number 2 during the 1994 FIFA Men's World Cup match Argentina vs Nigeria on 1994-06-25 at the group stage stage in the first half. The player at the minute 20 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Argentina vs Nigeria on 1994-06-25 at the group stage stage. The booking was for Michael Emenalo of Nigeria. [/INST],The booking was for Michael Emenalo of Nigeria wearing shirt number 19 during the 1994 FIFA Men's World Cup match Argentina vs Nigeria on 1994-06-25 at the group stage stage in the second half. The player at the minute 53 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Argentina vs Nigeria on 1994-06-25 at the group stage stage. The booking was for Claudio Caniggia of Argentina. [/INST],The booking was for Claudio Caniggia of Argentina wearing shirt number 7 during the 1994 FIFA Men's World Cup match Argentina vs Nigeria on 1994-06-25 at the group stage stage in the second half. The player at the minute 54 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage. The booking was for Alexis Alexoudis of Greece. [/INST],The booking was for Alexis Alexoudis of Greece wearing shirt number 16 during the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage in the first half. The player at the minute 6 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage. The booking was for Petar Hubchev of Bulgaria. [/INST],The booking was for Petar Hubchev of Bulgaria wearing shirt number 5 during the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage in the first half. The player at the minute 17 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage. The booking was for Trifon Ivanov of Bulgaria. [/INST],The booking was for Trifon Ivanov of Bulgaria wearing shirt number 3 during the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage in the first half. The player at the minute 26 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage. The booking was for Zlatko Yankov of Bulgaria. [/INST],The booking was for Zlatko Yankov of Bulgaria wearing shirt number 6 during the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage in the first half. The player at the minute 33 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage. The booking was for Minas Hantzidis of Greece. [/INST],The booking was for Minas Hantzidis of Greece wearing shirt number 17 during the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage in the first half. The player at the minute 42 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage. The booking was for Tasos Mitropoulos of Greece. [/INST],The booking was for Tasos Mitropoulos of Greece wearing shirt number 10 during the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage in the second half. The player at the minute 59 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage. The booking was for Vaios Karagiannis of Greece. [/INST],The booking was for Vaios Karagiannis of Greece wearing shirt number 13 during the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage in the second half. The player at the minute 70 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage. The booking was for Daniel Borimirov of Bulgaria. [/INST],The booking was for Daniel Borimirov of Bulgaria wearing shirt number 11 during the 1994 FIFA Men's World Cup match Bulgaria vs Greece on 1994-06-26 at the group stage stage in the second half. The player at the minute 84 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage. The booking was for Adrian Knup of Switzerland. [/INST],The booking was for Adrian Knup of Switzerland wearing shirt number 9 during the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage in the first half. The player at the minute 39 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage. The booking was for Hermán Gaviria of Colombia. [/INST],The booking was for Hermán Gaviria of Colombia wearing shirt number 5 during the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage in the second half. The player at the minute 58 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage. The booking was for Carlos Valderrama of Colombia. [/INST],The booking was for Carlos Valderrama of Colombia wearing shirt number 10 during the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage in the second half. The player at the minute 62 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage. The booking was for Leonel Álvarez of Colombia. [/INST],The booking was for Leonel Álvarez of Colombia wearing shirt number 14 during the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage in the second half. The player at the minute 80 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage. The booking was for Georges Bregy of Switzerland. [/INST],The booking was for Georges Bregy of Switzerland wearing shirt number 6 during the 1994 FIFA Men's World Cup match Switzerland vs Colombia on 1994-06-26 at the group stage stage in the second half. The player at the minute 85 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match United States vs Romania on 1994-06-26 at the group stage stage. The booking was for John Harkes of United States. [/INST],The booking was for John Harkes of United States wearing shirt number 6 during the 1994 FIFA Men's World Cup match United States vs Romania on 1994-06-26 at the group stage stage in the first half. The player at the minute 41 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match United States vs Romania on 1994-06-26 at the group stage stage. The booking was for Fernando Clavijo of United States. [/INST],The booking was for Fernando Clavijo of United States wearing shirt number 21 during the 1994 FIFA Men's World Cup match United States vs Romania on 1994-06-26 at the group stage stage in the second half. The player at the minute 48 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match United States vs Romania on 1994-06-26 at the group stage stage. The booking was for Florin Răducioiu of Romania. [/INST],The booking was for Florin Răducioiu of Romania wearing shirt number 9 during the 1994 FIFA Men's World Cup match United States vs Romania on 1994-06-26 at the group stage stage in the second half. The player at the minute 62 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match United States vs Romania on 1994-06-26 at the group stage stage. The booking was for Dan Petrescu of Romania. [/INST],The booking was for Dan Petrescu of Romania wearing shirt number 2 during the 1994 FIFA Men's World Cup match United States vs Romania on 1994-06-26 at the group stage stage in the second half. The player at the minute 73 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bolivia vs Spain on 1994-06-27 at the group stage stage. The booking was for Albert Ferrer of Spain. [/INST],The booking was for Albert Ferrer of Spain wearing shirt number 2 during the 1994 FIFA Men's World Cup match Bolivia vs Spain on 1994-06-27 at the group stage stage in the second half. The player at the minute 46 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Bolivia vs Spain on 1994-06-27 at the group stage stage. The booking was for José Luis Caminero of Spain. [/INST],The booking was for José Luis Caminero of Spain wearing shirt number 15 during the 1994 FIFA Men's World Cup match Bolivia vs Spain on 1994-06-27 at the group stage stage in the second half. The player at the minute 90 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Germany vs South Korea on 1994-06-27 at the group stage stage. The booking was for Andreas Brehme of Germany. [/INST],The booking was for Andreas Brehme of Germany wearing shirt number 3 during the 1994 FIFA Men's World Cup match Germany vs South Korea on 1994-06-27 at the group stage stage in the first half. The player at the minute 24 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Germany vs South Korea on 1994-06-27 at the group stage stage. The booking was for Jürgen Klinsmann of Germany. [/INST],The booking was for Jürgen Klinsmann of Germany wearing shirt number 18 during the 1994 FIFA Men's World Cup match Germany vs South Korea on 1994-06-27 at the group stage stage in the first half. The player at the minute 28 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Germany vs South Korea on 1994-06-27 at the group stage stage. The booking was for Stefan Effenberg of Germany. [/INST],The booking was for Stefan Effenberg of Germany wearing shirt number 20 during the 1994 FIFA Men's World Cup match Germany vs South Korea on 1994-06-27 at the group stage stage in the first half. The player at the minute 44 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Germany vs South Korea on 1994-06-27 at the group stage stage. The booking was for Young-il Choi of South Korea. [/INST],The booking was for Young-il Choi of South Korea wearing shirt number 12 during the 1994 FIFA Men's World Cup match Germany vs South Korea on 1994-06-27 at the group stage stage in the second half. The player at the minute 89 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Italy vs Mexico on 1994-06-28 at the group stage stage. The booking was for Joaquín del Olmo of Mexico. [/INST],The booking was for Joaquín del Olmo of Mexico wearing shirt number 14 during the 1994 FIFA Men's World Cup match Italy vs Mexico on 1994-06-28 at the group stage stage in the first half. The player at the minute 25 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Italy vs Mexico on 1994-06-28 at the group stage stage. The booking was for Demetrio Albertini of Italy. [/INST],The booking was for Demetrio Albertini of Italy wearing shirt number 11 during the 1994 FIFA Men's World Cup match Italy vs Mexico on 1994-06-28 at the group stage stage in the first half. The player at the minute 33 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Italy vs Mexico on 1994-06-28 at the group stage stage. The booking was for Luis García Postigo of Mexico. [/INST],The booking was for Luis García Postigo of Mexico wearing shirt number 10 during the 1994 FIFA Men's World Cup match Italy vs Mexico on 1994-06-28 at the group stage stage in the second half. The player at the minute 63 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Italy vs Mexico on 1994-06-28 at the group stage stage. The booking was for Alberto García Aspe of Mexico. [/INST],The booking was for Alberto García Aspe of Mexico wearing shirt number 8 during the 1994 FIFA Men's World Cup match Italy vs Mexico on 1994-06-28 at the group stage stage in the second half. The player at the minute 66 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage. The booking was for Roy Keane of Republic of Ireland. [/INST],The booking was for Roy Keane of Republic of Ireland wearing shirt number 6 during the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage in the first half. The player at the minute 3 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage. The booking was for Ray Houghton of Republic of Ireland. [/INST],The booking was for Ray Houghton of Republic of Ireland wearing shirt number 8 during the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage in the first half. The player at the minute 29 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage. The booking was for Gøran Sørloth of Norway. [/INST],The booking was for Gøran Sørloth of Norway wearing shirt number 16 during the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage in the first half. The player at the minute 36 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage. The booking was for Erland Johnsen of Norway. [/INST],The booking was for Erland Johnsen of Norway wearing shirt number 3 during the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage in the first half. The player at the minute 45 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage. The booking was for Gary Kelly of Republic of Ireland. [/INST],The booking was for Gary Kelly of Republic of Ireland wearing shirt number 12 during the 1994 FIFA Men's World Cup match Republic of Ireland vs Norway on 1994-06-28 at the group stage stage in the second half. The player at the minute 83 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Russia vs Cameroon on 1994-06-28 at the group stage stage. The booking was for André Kana-Biyik of Cameroon. [/INST],The booking was for André Kana-Biyik of Cameroon wearing shirt number 2 during the 1994 FIFA Men's World Cup match Russia vs Cameroon on 1994-06-28 at the group stage stage in the first half. The player at the minute 12 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Russia vs Cameroon on 1994-06-28 at the group stage stage. The booking was for Jacques Songo'o of Cameroon. [/INST],The booking was for Jacques Songo'o of Cameroon wearing shirt number 22 during the 1994 FIFA Men's World Cup match Russia vs Cameroon on 1994-06-28 at the group stage stage in the first half. The player at the minute 44 received a yellow card.  
<s>[INST] Provide details for the booking in the 1994 FIFA Men's World Cup match Russia vs Cameroon on 1994-06-28 at the group stage stage. The booking was for Valeri Karpin of Russia. [/INST],The booking was for Valeri Karpin of Russia wearing shirt number 10 during the 1994 FIFA Men's World Cup match Russia vs Cameroon on 1994-06-28 at the group stage stage in the second half. The player at the minute 57 received a yellow card.  
