prompt,completion
"<s>[INST] Provide details for the 1966 FIFA Men's World Cup match between Portugal and Soviet Union held on 1966-07-28 at Wembley Stadium in London, England. The match was a knockout stage.  [/INST]","The match was between Portugal and Soviet Union for the 1966 FIFA Men's World Cup. It was held on 1966-07-28 at Wembley Stadium in London, England. The match was a knockout stage. The final score was 2–1. The match result was a home team win. Winning team was Portugal.  "
"<s>[INST] Provide details for the 1966 FIFA Men's World Cup match between England and West Germany held on 1966-07-30 at Wembley Stadium in London, England. The match was a knockout stage.  [/INST]","The match was between England and West Germany for the 1966 FIFA Men's World Cup. It was held on 1966-07-30 at Wembley Stadium in London, England. The match was a knockout stage. The final score was 4–2. The match result was a home team win. Winning team was England.  Extra time: Yes."
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Mexico and Soviet Union held on 1970-05-31 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1.  [/INST]","The match was between Mexico and Soviet Union for the 1970 FIFA Men's World Cup. It was held on 1970-05-31 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Uruguay and Israel held on 1970-06-02 at Estadio Cuauhtémoc in Puebla, Mexico. The stage of the match was group stage, Group 2.  [/INST]","The match was between Uruguay and Israel for the 1970 FIFA Men's World Cup. It was held on 1970-06-02 at Estadio Cuauhtémoc in Puebla, Mexico. The stage of the match was group stage, Group 2. The final score was 2–0. The match result was a home team win. Winning team was Uruguay.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between England and Romania held on 1970-06-02 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3.  [/INST]","The match was between England and Romania for the 1970 FIFA Men's World Cup. It was held on 1970-06-02 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3. The final score was 1–0. The match result was a home team win. Winning team was England.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Peru and Bulgaria held on 1970-06-02 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4.  [/INST]","The match was between Peru and Bulgaria for the 1970 FIFA Men's World Cup. It was held on 1970-06-02 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4. The final score was 3–2. The match result was a home team win. Winning team was Peru.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Belgium and El Salvador held on 1970-06-03 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1.  [/INST]","The match was between Belgium and El Salvador for the 1970 FIFA Men's World Cup. It was held on 1970-06-03 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1. The final score was 3–0. The match result was a home team win. Winning team was Belgium.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Italy and Sweden held on 1970-06-03 at La Bombonera in Toluca, Mexico. The stage of the match was group stage, Group 2.  [/INST]","The match was between Italy and Sweden for the 1970 FIFA Men's World Cup. It was held on 1970-06-03 at La Bombonera in Toluca, Mexico. The stage of the match was group stage, Group 2. The final score was 1–0. The match result was a home team win. Winning team was Italy.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Brazil and Czechoslovakia held on 1970-06-03 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3.  [/INST]","The match was between Brazil and Czechoslovakia for the 1970 FIFA Men's World Cup. It was held on 1970-06-03 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3. The final score was 4–1. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between West Germany and Morocco held on 1970-06-03 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4.  [/INST]","The match was between West Germany and Morocco for the 1970 FIFA Men's World Cup. It was held on 1970-06-03 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4. The final score was 2–1. The match result was a home team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Soviet Union and Belgium held on 1970-06-06 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1.  [/INST]","The match was between Soviet Union and Belgium for the 1970 FIFA Men's World Cup. It was held on 1970-06-06 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1. The final score was 4–1. The match result was a home team win. Winning team was Soviet Union.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Uruguay and Italy held on 1970-06-06 at Estadio Cuauhtémoc in Puebla, Mexico. The stage of the match was group stage, Group 2.  [/INST]","The match was between Uruguay and Italy for the 1970 FIFA Men's World Cup. It was held on 1970-06-06 at Estadio Cuauhtémoc in Puebla, Mexico. The stage of the match was group stage, Group 2. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Romania and Czechoslovakia held on 1970-06-06 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3.  [/INST]","The match was between Romania and Czechoslovakia for the 1970 FIFA Men's World Cup. It was held on 1970-06-06 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3. The final score was 2–1. The match result was a home team win. Winning team was Romania.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Peru and Morocco held on 1970-06-06 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4.  [/INST]","The match was between Peru and Morocco for the 1970 FIFA Men's World Cup. It was held on 1970-06-06 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4. The final score was 3–0. The match result was a home team win. Winning team was Peru.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Mexico and El Salvador held on 1970-06-07 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1.  [/INST]","The match was between Mexico and El Salvador for the 1970 FIFA Men's World Cup. It was held on 1970-06-07 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1. The final score was 4–0. The match result was a home team win. Winning team was Mexico.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Sweden and Israel held on 1970-06-07 at La Bombonera in Toluca, Mexico. The stage of the match was group stage, Group 2.  [/INST]","The match was between Sweden and Israel for the 1970 FIFA Men's World Cup. It was held on 1970-06-07 at La Bombonera in Toluca, Mexico. The stage of the match was group stage, Group 2. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Brazil and England held on 1970-06-07 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3.  [/INST]","The match was between Brazil and England for the 1970 FIFA Men's World Cup. It was held on 1970-06-07 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3. The final score was 1–0. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between West Germany and Bulgaria held on 1970-06-07 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4.  [/INST]","The match was between West Germany and Bulgaria for the 1970 FIFA Men's World Cup. It was held on 1970-06-07 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4. The final score was 5–2. The match result was a home team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Soviet Union and El Salvador held on 1970-06-10 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1.  [/INST]","The match was between Soviet Union and El Salvador for the 1970 FIFA Men's World Cup. It was held on 1970-06-10 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1. The final score was 2–0. The match result was a home team win. Winning team was Soviet Union.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Sweden and Uruguay held on 1970-06-10 at Estadio Cuauhtémoc in Puebla, Mexico. The stage of the match was group stage, Group 2.  [/INST]","The match was between Sweden and Uruguay for the 1970 FIFA Men's World Cup. It was held on 1970-06-10 at Estadio Cuauhtémoc in Puebla, Mexico. The stage of the match was group stage, Group 2. The final score was 1-0. The match result was a home team win. Winning team was Sweden.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Brazil and Romania held on 1970-06-10 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3.  [/INST]","The match was between Brazil and Romania for the 1970 FIFA Men's World Cup. It was held on 1970-06-10 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3. The final score was 3–2. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between West Germany and Peru held on 1970-06-10 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4.  [/INST]","The match was between West Germany and Peru for the 1970 FIFA Men's World Cup. It was held on 1970-06-10 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4. The final score was 3–1. The match result was a home team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Mexico and Belgium held on 1970-06-11 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1.  [/INST]","The match was between Mexico and Belgium for the 1970 FIFA Men's World Cup. It was held on 1970-06-11 at Estadio Azteca in Mexico City, Mexico. The stage of the match was group stage, Group 1. The final score was 1–0. The match result was a home team win. Winning team was Mexico.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Italy and Israel held on 1970-06-11 at La Bombonera in Toluca, Mexico. The stage of the match was group stage, Group 2.  [/INST]","The match was between Italy and Israel for the 1970 FIFA Men's World Cup. It was held on 1970-06-11 at La Bombonera in Toluca, Mexico. The stage of the match was group stage, Group 2. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between England and Czechoslovakia held on 1970-06-11 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3.  [/INST]","The match was between England and Czechoslovakia for the 1970 FIFA Men's World Cup. It was held on 1970-06-11 at Estadio Jalisco in Guadalajara, Mexico. The stage of the match was group stage, Group 3. The final score was 1–0. The match result was a home team win. Winning team was England.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Bulgaria and Morocco held on 1970-06-11 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4.  [/INST]","The match was between Bulgaria and Morocco for the 1970 FIFA Men's World Cup. It was held on 1970-06-11 at Estadio Nou Camp in León, Mexico. The stage of the match was group stage, Group 4. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Brazil and Peru held on 1970-06-14 at Estadio Jalisco in Guadalajara, Mexico. The match was a knockout stage.  [/INST]","The match was between Brazil and Peru for the 1970 FIFA Men's World Cup. It was held on 1970-06-14 at Estadio Jalisco in Guadalajara, Mexico. The match was a knockout stage. The final score was 4–2. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Italy and Mexico held on 1970-06-14 at La Bombonera in Toluca, Mexico. The match was a knockout stage.  [/INST]","The match was between Italy and Mexico for the 1970 FIFA Men's World Cup. It was held on 1970-06-14 at La Bombonera in Toluca, Mexico. The match was a knockout stage. The final score was 4–1. The match result was a home team win. Winning team was Italy.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Soviet Union and Uruguay held on 1970-06-14 at Estadio Azteca in Mexico City, Mexico. The match was a knockout stage.  [/INST]","The match was between Soviet Union and Uruguay for the 1970 FIFA Men's World Cup. It was held on 1970-06-14 at Estadio Azteca in Mexico City, Mexico. The match was a knockout stage. The final score was 0–1. The match result was a away team win. Winning team was Uruguay.  Extra time: Yes."
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between West Germany and England held on 1970-06-14 at Estadio Nou Camp in León, Mexico. The match was a knockout stage.  [/INST]","The match was between West Germany and England for the 1970 FIFA Men's World Cup. It was held on 1970-06-14 at Estadio Nou Camp in León, Mexico. The match was a knockout stage. The final score was 3–2. The match result was a home team win. Winning team was West Germany.  Extra time: Yes."
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Brazil and Uruguay held on 1970-06-17 at Estadio Jalisco in Guadalajara, Mexico. The match was a knockout stage.  [/INST]","The match was between Brazil and Uruguay for the 1970 FIFA Men's World Cup. It was held on 1970-06-17 at Estadio Jalisco in Guadalajara, Mexico. The match was a knockout stage. The final score was 3–1. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Italy and West Germany held on 1970-06-17 at Estadio Azteca in Mexico City, Mexico. The match was a knockout stage.  [/INST]","The match was between Italy and West Germany for the 1970 FIFA Men's World Cup. It was held on 1970-06-17 at Estadio Azteca in Mexico City, Mexico. The match was a knockout stage. The final score was 4–3. The match result was a home team win. Winning team was Italy.  Extra time: Yes."
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between West Germany and Uruguay held on 1970-06-20 at Estadio Azteca in Mexico City, Mexico. The match was a knockout stage.  [/INST]","The match was between West Germany and Uruguay for the 1970 FIFA Men's World Cup. It was held on 1970-06-20 at Estadio Azteca in Mexico City, Mexico. The match was a knockout stage. The final score was 1–0. The match result was a home team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1970 FIFA Men's World Cup match between Brazil and Italy held on 1970-06-21 at Estadio Azteca in Mexico City, Mexico. The match was a knockout stage.  [/INST]","The match was between Brazil and Italy for the 1970 FIFA Men's World Cup. It was held on 1970-06-21 at Estadio Azteca in Mexico City, Mexico. The match was a knockout stage. The final score was 4–1. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Brazil and Yugoslavia held on 1974-06-13 at Waldstadion in Frankfurt, Germany. The stage of the match was group stage, Group 2.  [/INST]","The match was between Brazil and Yugoslavia for the 1974 FIFA Men's World Cup. It was held on 1974-06-13 at Waldstadion in Frankfurt, Germany. The stage of the match was group stage, Group 2. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between West Germany and Chile held on 1974-06-14 at Olympiastadion in Berlin, Germany. The stage of the match was group stage, Group 1.  [/INST]","The match was between West Germany and Chile for the 1974 FIFA Men's World Cup. It was held on 1974-06-14 at Olympiastadion in Berlin, Germany. The stage of the match was group stage, Group 1. The final score was 1–0. The match result was a home team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between East Germany and Australia held on 1974-06-14 at Volksparkstadion in Hamburg, Germany. The stage of the match was group stage, Group 1.  [/INST]","The match was between East Germany and Australia for the 1974 FIFA Men's World Cup. It was held on 1974-06-14 at Volksparkstadion in Hamburg, Germany. The stage of the match was group stage, Group 1. The final score was 2–0. The match result was a home team win. Winning team was East Germany.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Zaire and Scotland held on 1974-06-14 at Westfalenstadion in Dortmund, Germany. The stage of the match was group stage, Group 2.  [/INST]","The match was between Zaire and Scotland for the 1974 FIFA Men's World Cup. It was held on 1974-06-14 at Westfalenstadion in Dortmund, Germany. The stage of the match was group stage, Group 2. The final score was 0–2. The match result was a away team win. Winning team was Scotland.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Sweden and Bulgaria held on 1974-06-15 at Rheinstadion in Düsseldorf, Germany. The stage of the match was group stage, Group 3.  [/INST]","The match was between Sweden and Bulgaria for the 1974 FIFA Men's World Cup. It was held on 1974-06-15 at Rheinstadion in Düsseldorf, Germany. The stage of the match was group stage, Group 3. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Uruguay and Netherlands held on 1974-06-15 at Niedersachsenstadion in Hanover, Germany. The stage of the match was group stage, Group 3.  [/INST]","The match was between Uruguay and Netherlands for the 1974 FIFA Men's World Cup. It was held on 1974-06-15 at Niedersachsenstadion in Hanover, Germany. The stage of the match was group stage, Group 3. The final score was 0–2. The match result was a away team win. Winning team was Netherlands.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Italy and Haiti held on 1974-06-15 at Olympiastadion in Munich, Germany. The stage of the match was group stage, Group 4.  [/INST]","The match was between Italy and Haiti for the 1974 FIFA Men's World Cup. It was held on 1974-06-15 at Olympiastadion in Munich, Germany. The stage of the match was group stage, Group 4. The final score was 3–1. The match result was a home team win. Winning team was Italy.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Poland and Argentina held on 1974-06-15 at Neckarstadion in Stuttgart, Germany. The stage of the match was group stage, Group 4.  [/INST]","The match was between Poland and Argentina for the 1974 FIFA Men's World Cup. It was held on 1974-06-15 at Neckarstadion in Stuttgart, Germany. The stage of the match was group stage, Group 4. The final score was 3–2. The match result was a home team win. Winning team was Poland.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Australia and West Germany held on 1974-06-18 at Volksparkstadion in Hamburg, Germany. The stage of the match was group stage, Group 1.  [/INST]","The match was between Australia and West Germany for the 1974 FIFA Men's World Cup. It was held on 1974-06-18 at Volksparkstadion in Hamburg, Germany. The stage of the match was group stage, Group 1. The final score was 0–3. The match result was a away team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Chile and East Germany held on 1974-06-18 at Olympiastadion in Berlin, Germany. The stage of the match was group stage, Group 1.  [/INST]","The match was between Chile and East Germany for the 1974 FIFA Men's World Cup. It was held on 1974-06-18 at Olympiastadion in Berlin, Germany. The stage of the match was group stage, Group 1. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Scotland and Brazil held on 1974-06-18 at Waldstadion in Frankfurt, Germany. The stage of the match was group stage, Group 2.  [/INST]","The match was between Scotland and Brazil for the 1974 FIFA Men's World Cup. It was held on 1974-06-18 at Waldstadion in Frankfurt, Germany. The stage of the match was group stage, Group 2. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Yugoslavia and Zaire held on 1974-06-18 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was group stage, Group 2.  [/INST]","The match was between Yugoslavia and Zaire for the 1974 FIFA Men's World Cup. It was held on 1974-06-18 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was group stage, Group 2. The final score was 9–0. The match result was a home team win. Winning team was Yugoslavia.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Bulgaria and Uruguay held on 1974-06-19 at Niedersachsenstadion in Hanover, Germany. The stage of the match was group stage, Group 3.  [/INST]","The match was between Bulgaria and Uruguay for the 1974 FIFA Men's World Cup. It was held on 1974-06-19 at Niedersachsenstadion in Hanover, Germany. The stage of the match was group stage, Group 3. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Netherlands and Sweden held on 1974-06-19 at Westfalenstadion in Dortmund, Germany. The stage of the match was group stage, Group 3.  [/INST]","The match was between Netherlands and Sweden for the 1974 FIFA Men's World Cup. It was held on 1974-06-19 at Westfalenstadion in Dortmund, Germany. The stage of the match was group stage, Group 3. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Argentina and Italy held on 1974-06-19 at Neckarstadion in Stuttgart, Germany. The stage of the match was group stage, Group 4.  [/INST]","The match was between Argentina and Italy for the 1974 FIFA Men's World Cup. It was held on 1974-06-19 at Neckarstadion in Stuttgart, Germany. The stage of the match was group stage, Group 4. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Haiti and Poland held on 1974-06-19 at Olympiastadion in Munich, Germany. The stage of the match was group stage, Group 4.  [/INST]","The match was between Haiti and Poland for the 1974 FIFA Men's World Cup. It was held on 1974-06-19 at Olympiastadion in Munich, Germany. The stage of the match was group stage, Group 4. The final score was 0–7. The match result was a away team win. Winning team was Poland.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Australia and Chile held on 1974-06-22 at Olympiastadion in Berlin, Germany. The stage of the match was group stage, Group 1.  [/INST]","The match was between Australia and Chile for the 1974 FIFA Men's World Cup. It was held on 1974-06-22 at Olympiastadion in Berlin, Germany. The stage of the match was group stage, Group 1. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Scotland and Yugoslavia held on 1974-06-22 at Waldstadion in Frankfurt, Germany. The stage of the match was group stage, Group 2.  [/INST]","The match was between Scotland and Yugoslavia for the 1974 FIFA Men's World Cup. It was held on 1974-06-22 at Waldstadion in Frankfurt, Germany. The stage of the match was group stage, Group 2. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Zaire and Brazil held on 1974-06-22 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was group stage, Group 2.  [/INST]","The match was between Zaire and Brazil for the 1974 FIFA Men's World Cup. It was held on 1974-06-22 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was group stage, Group 2. The final score was 0–3. The match result was a away team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between East Germany and West Germany held on 1974-06-22 at Volksparkstadion in Hamburg, Germany. The stage of the match was group stage, Group 1.  [/INST]","The match was between East Germany and West Germany for the 1974 FIFA Men's World Cup. It was held on 1974-06-22 at Volksparkstadion in Hamburg, Germany. The stage of the match was group stage, Group 1. The final score was 1–0. The match result was a home team win. Winning team was East Germany.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Bulgaria and Netherlands held on 1974-06-23 at Westfalenstadion in Dortmund, Germany. The stage of the match was group stage, Group 3.  [/INST]","The match was between Bulgaria and Netherlands for the 1974 FIFA Men's World Cup. It was held on 1974-06-23 at Westfalenstadion in Dortmund, Germany. The stage of the match was group stage, Group 3. The final score was 1–4. The match result was a away team win. Winning team was Netherlands.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Sweden and Uruguay held on 1974-06-23 at Rheinstadion in Düsseldorf, Germany. The stage of the match was group stage, Group 3.  [/INST]","The match was between Sweden and Uruguay for the 1974 FIFA Men's World Cup. It was held on 1974-06-23 at Rheinstadion in Düsseldorf, Germany. The stage of the match was group stage, Group 3. The final score was 3–0. The match result was a home team win. Winning team was Sweden.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Argentina and Haiti held on 1974-06-23 at Olympiastadion in Munich, Germany. The stage of the match was group stage, Group 4.  [/INST]","The match was between Argentina and Haiti for the 1974 FIFA Men's World Cup. It was held on 1974-06-23 at Olympiastadion in Munich, Germany. The stage of the match was group stage, Group 4. The final score was 4–1. The match result was a home team win. Winning team was Argentina.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Poland and Italy held on 1974-06-23 at Neckarstadion in Stuttgart, Germany. The stage of the match was group stage, Group 4.  [/INST]","The match was between Poland and Italy for the 1974 FIFA Men's World Cup. It was held on 1974-06-23 at Neckarstadion in Stuttgart, Germany. The stage of the match was group stage, Group 4. The final score was 2–1. The match result was a home team win. Winning team was Poland.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Yugoslavia and West Germany held on 1974-06-26 at Rheinstadion in Düsseldorf, Germany. The stage of the match was second group stage, Group B.  [/INST]","The match was between Yugoslavia and West Germany for the 1974 FIFA Men's World Cup. It was held on 1974-06-26 at Rheinstadion in Düsseldorf, Germany. The stage of the match was second group stage, Group B. The final score was 0–2. The match result was a away team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Brazil and East Germany held on 1974-06-26 at Niedersachsenstadion in Hanover, Germany. The stage of the match was second group stage, Group A.  [/INST]","The match was between Brazil and East Germany for the 1974 FIFA Men's World Cup. It was held on 1974-06-26 at Niedersachsenstadion in Hanover, Germany. The stage of the match was second group stage, Group A. The final score was 1–0. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Netherlands and Argentina held on 1974-06-26 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was second group stage, Group A.  [/INST]","The match was between Netherlands and Argentina for the 1974 FIFA Men's World Cup. It was held on 1974-06-26 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was second group stage, Group A. The final score was 4–0. The match result was a home team win. Winning team was Netherlands.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Sweden and Poland held on 1974-06-26 at Neckarstadion in Stuttgart, Germany. The stage of the match was second group stage, Group B.  [/INST]","The match was between Sweden and Poland for the 1974 FIFA Men's World Cup. It was held on 1974-06-26 at Neckarstadion in Stuttgart, Germany. The stage of the match was second group stage, Group B. The final score was 0–1. The match result was a away team win. Winning team was Poland.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Argentina and Brazil held on 1974-06-30 at Niedersachsenstadion in Hanover, Germany. The stage of the match was second group stage, Group A.  [/INST]","The match was between Argentina and Brazil for the 1974 FIFA Men's World Cup. It was held on 1974-06-30 at Niedersachsenstadion in Hanover, Germany. The stage of the match was second group stage, Group A. The final score was 1–2. The match result was a away team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between East Germany and Netherlands held on 1974-06-30 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was second group stage, Group A.  [/INST]","The match was between East Germany and Netherlands for the 1974 FIFA Men's World Cup. It was held on 1974-06-30 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was second group stage, Group A. The final score was 0–2. The match result was a away team win. Winning team was Netherlands.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Poland and Yugoslavia held on 1974-06-30 at Waldstadion in Frankfurt, Germany. The stage of the match was second group stage, Group B.  [/INST]","The match was between Poland and Yugoslavia for the 1974 FIFA Men's World Cup. It was held on 1974-06-30 at Waldstadion in Frankfurt, Germany. The stage of the match was second group stage, Group B. The final score was 2–1. The match result was a home team win. Winning team was Poland.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between West Germany and Sweden held on 1974-06-30 at Rheinstadion in Düsseldorf, Germany. The stage of the match was second group stage, Group B.  [/INST]","The match was between West Germany and Sweden for the 1974 FIFA Men's World Cup. It was held on 1974-06-30 at Rheinstadion in Düsseldorf, Germany. The stage of the match was second group stage, Group B. The final score was 4–2. The match result was a home team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Poland and West Germany held on 1974-07-03 at Waldstadion in Frankfurt, Germany. The stage of the match was second group stage, Group B.  [/INST]","The match was between Poland and West Germany for the 1974 FIFA Men's World Cup. It was held on 1974-07-03 at Waldstadion in Frankfurt, Germany. The stage of the match was second group stage, Group B. The final score was 0–1. The match result was a away team win. Winning team was West Germany.  "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Argentina and East Germany held on 1974-07-03 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was second group stage, Group A.  [/INST]","The match was between Argentina and East Germany for the 1974 FIFA Men's World Cup. It was held on 1974-07-03 at Parkstadion in Gelsenkirchen, Germany. The stage of the match was second group stage, Group A. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1974 FIFA Men's World Cup match between Netherlands and Brazil held on 1974-07-03 at Westfalenstadion in Dortmund, Germany. The stage of the match was second group stage, Group A.  [/INST]","The match was between Netherlands and Brazil for the 1974 FIFA Men's World Cup. It was held on 1974-07-03 at Westfalenstadion in Dortmund, Germany. The stage of the match was second group stage, Group A. The final score was 2–0. The match result was a home team win. Winning team was Netherlands.  "
